player_id,Player Name,Team,Position,Games,G,A,Points,+/-,PIM,SOG,GWG,PPG,PPA,PPP,BS,Hits,SHG,SHA
8476886,Slater Koekkoek,EDM,D,31,2,4,6,4,14,36,0,0,0,0,48,54,0,0
8478567,Dean Kukan,CBJ,D,25,0,5,5,6,6,16,0,0,0,0,21,16,0,0
8477433,Ben Harpur,NSH,D,51,1,4,5,-13,56,50,0,0,0,0,69,89,0,0
8475235,Nicolas Deslauriers,ANA,LW,48,2,3,5,-12,22,48,0,0,0,0,22,135,1,0
8476907,Mackenzie MacEachern,STL,LW,29,3,2,5,0,10,33,1,0,0,0,4,49,0,0
8478491,Jacob Larsson,ANA,D,49,0,5,5,-4,16,57,0,0,0,0,59,41,0,0
8480945,Juuso Riikola,PIT,D,37,2,3,5,3,10,43,1,2,0,2,38,86,0,0
8474697,Mark Borowiecki,NSH,D,53,1,4,5,-12,89,59,0,0,0,0,93,212,0,0
8478454,Noah Juulsen,FLA,D,21,1,4,5,5,6,22,0,0,0,0,39,60,0,0
8477435,Ryan Graves,COL,D,26,3,2,5,4,2,26,0,0,0,0,51,32,0,0
8479346,Dillon Dube,CGY,C,25,1,4,5,2,4,22,0,0,0,0,3,11,0,0
8477401,John Hayden,ARI,C,54,3,2,5,-12,27,42,0,0,0,0,23,97,0,0
8474066,Thomas Hickey,NYI,D,40,0,4,4,5,33,47,0,0,0,0,71,40,0,1
8477919,Frederick Gaudreau,PIT,C,55,3,1,4,1,2,43,1,0,0,0,18,25,0,0
8478399,Jonas Siegenthaler,WSH,D,26,0,4,4,6,10,12,0,0,0,0,44,31,0,0
8476407,Andy Welinski,ANA,D,26,1,3,4,-5,8,32,0,0,0,0,18,47,0,0
8477527,Ross Johnston,NYI,LW,17,1,3,4,3,23,12,0,0,0,0,1,43,0,0
8476858,Phillip Di Giuseppe,NYR,LW,24,1,3,4,-3,8,31,0,0,0,0,9,54,0,0
8478109,Victor Olofsson,BUF,LW,6,2,2,4,1,2,21,0,2,0,2,3,2,0,0
8479423,Alex Nylander,CHI,LW,12,2,2,4,-4,4,16,0,1,0,1,1,1,0,0
8480950,Ilya Lyubushkin,ARI,D,41,0,4,4,-9,13,27,0,0,0,0,61,150,0,0
8478915,Sami Niku,WPG,D,30,1,3,4,0,2,19,0,0,0,0,30,10,0,0
8478495,Denis Gurianov,DAL,RW,21,1,3,4,-3,0,23,0,0,1,1,9,23,0,0
8478104,Sammy Blais,STL,LW,32,2,2,4,-1,6,27,0,0,0,0,12,93,0,0
8471284,Andrej Sekera,DAL,D,24,0,4,4,3,6,28,0,0,1,1,21,17,0,0
8480821,Filip Zadina,DET,RW,9,1,2,3,-5,0,18,0,1,1,2,3,6,0,0
8479415,Michael McLeod,NJD,C,21,0,3,3,-8,13,21,0,0,0,0,4,41,0,0
8479414,Nathan Bastian,NJD,RW,7,3,0,3,0,10,13,0,0,0,0,1,24,0,0
8479976,Juuso Valimaki,CGY,D,24,1,2,3,-2,12,28,1,0,0,0,43,21,0,0
8474736,Zac Rinaldo,CGY,C,23,1,2,3,1,20,11,1,0,0,0,8,47,0,0
8475868,Anthony Bitetto,NYR,D,36,0,3,3,-7,12,30,0,0,0,0,36,80,0,0
8479968,Vinni Lettieri,ANA,C,27,1,2,3,-7,14,40,0,1,1,2,11,41,0,0
8479385,Jordan Kyrou,STL,C,16,1,2,3,-1,4,16,0,0,0,0,3,2,0,0
8476966,Gemel Smith,TBL,C,17,2,1,3,-4,0,14,0,0,0,0,3,13,0,0
8480800,Quinn Hughes,VAN,D,5,0,3,3,0,2,6,0,0,2,2,1,1,0,0
8478075,Anders Bjork,BOS,LW,20,1,2,3,-1,2,18,0,0,0,0,12,9,0,0
8477464,Nic Petan,TOR,C,18,1,2,3,-5,2,15,1,0,0,0,4,2,0,0
8479977,Kailer Yamamoto,EDM,RW,17,1,1,2,-6,2,13,0,0,1,1,11,18,0,0
8480083,C.J. Smith,BUF,LW,11,2,0,2,0,0,18,1,0,0,0,1,4,0,0
8474568,Luke Schenn,TBL,D,26,0,2,2,-10,16,30,0,0,0,0,39,105,0,0
8477384,Josh Brown,OTT,D,37,1,1,2,-3,28,28,0,0,0,0,31,80,0,0
8480009,Eeli Tolvanen,NSH,RW,4,1,1,2,2,0,2,0,0,1,1,2,4,0,0
8479026,Philippe Myers,PHI,D,21,1,1,2,-5,2,25,0,0,0,0,8,42,0,0
8477426,Nick Paul,OTT,LW,20,1,1,2,-10,4,30,0,0,0,0,4,28,0,0
8477244,Chad Ruhwedel,PIT,D,18,1,1,2,-9,4,22,1,0,0,0,16,40,0,0
8480806,Isac Lundestrom,ANA,C,15,0,2,2,-1,2,13,0,0,0,0,5,4,0,0
8480039,Martin Necas,CAR,C,7,1,1,2,0,2,6,0,0,0,0,2,3,0,0
8477366,Luke Johnson,MIN,C,15,0,1,1,-8,8,19,0,0,1,1,9,31,0,0
8479994,Jaret Anderson-Dolan,LAK,C,5,0,1,1,-2,0,6,0,0,0,0,2,5,0,0
8477365,Connor Clifton,BOS,D,19,0,1,1,5,15,22,0,0,0,0,13,40,0,0
8477073,Kurtis MacDermid,LAK,D,11,0,1,1,-1,11,5,0,0,0,0,4,26,0,0
8480074,Alexandre Texier,CBJ,C,2,1,0,1,3,0,6,0,0,0,0,1,2,0,0
8475869,Brandon Davidson,BUF,D,10,0,1,1,-4,15,7,0,0,0,0,15,17,0,0
8478468,Jeremy Lauzon,BOS,D,16,1,0,1,-1,2,11,1,0,0,0,15,15,0,0
8479371,Dante Fabbro,NSH,D,4,1,0,1,-1,0,5,0,0,0,0,6,3,0,0
8476415,Kyle Rau,MIN,C,6,0,1,1,0,0,6,0,0,0,0,2,11,0,0
8474749,Matt Bartkowski,MIN,D,2,1,0,1,2,0,2,0,0,0,0,1,1,0,0
8478488,Filip Chlapik,OTT,C,5,1,0,1,-2,4,9,0,0,0,0,4,1,0,0
8480005,Kristian Vesalainen,WPG,LW,5,0,1,1,0,0,1,0,0,0,0,1,1,0,0
8479772,Zack MacEwen,VAN,C,4,0,1,1,-4,5,2,0,0,0,0,1,4,0,0
8477947,Sonny Milano,ANA,LW,8,1,0,1,0,0,5,0,0,0,0,0,5,0,0
8475718,Justin Holl,TOR,D,11,0,1,1,-5,2,6,0,0,0,0,5,9,0,0
8476323,Max McCormick,CAR,LW,14,1,0,1,-6,4,12,0,0,0,0,6,21,0,0
8477938,Haydn Fleury,CAR,D,20,0,1,1,4,2,17,0,0,0,0,21,25,0,0
8477901,Daniel Carr,WSH,LW,6,1,0,1,-1,0,11,0,0,0,0,3,9,0,0
8474579,Luca Sbisa,NSH,D,9,0,1,1,0,4,5,0,0,0,0,7,17,0,0
8477473,Justin Bailey,VAN,RW,11,0,1,1,0,2,5,0,0,0,0,5,9,0,0
8475413,Justin Dowling,DAL,C,11,0,1,1,-4,0,9,0,0,0,0,7,11,0,0
8479333,Libor Hajek,NYR,D,5,1,0,1,1,6,10,0,0,0,0,3,5,0,0
8479439,Jacob MacDonald,COL,D,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0
8480803,Evan Bouchard,EDM,D,7,1,0,1,-5,2,10,0,1,0,1,8,6,0,0
8476807,Matt Tennyson,NJD,D,4,0,0,0,-4,0,4,0,0,0,0,2,10,0,0
8478476,Kyle Capobianco,ARI,D,2,0,0,0,-2,0,1,0,0,0,0,2,2,0,0
8478011,Louie Belpedio,MIN,D,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0
8477541,Dakota Mermis,MIN,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8478017,Mark Friedman,PHI,D,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,0
8478462,Nicolas Roy,VGK,C,6,0,0,0,0,2,1,0,0,0,0,1,7,0,0
8481477,Nico Sturm,MIN,C,2,0,0,0,0,0,7,0,0,0,0,2,3,0,0
8479324,Ryan Lindgren,NYR,D,5,0,0,0,-6,8,8,0,0,0,0,9,11,0,0
8476278,Colin Blackwell,NYR,C,6,0,0,0,-1,2,5,0,0,0,0,3,10,0,0
8477979,Nicolas Aube-Kubel,PHI,RW,9,0,0,0,1,0,2,0,0,0,0,0,14,0,0
8479511,Janne Kuokkanen,NJD,LW,7,0,0,0,-2,4,6,0,0,0,0,3,0,0,0
8477810,Joel Hanley,DAL,D,16,0,0,0,0,2,9,0,0,0,0,16,16,0,0
8480762,Eric Robinson,CBJ,LW,13,0,0,0,-4,0,18,0,0,0,0,1,24,0,0
8478073,Anton Lindholm,CHI,D,2,0,0,0,-1,0,0,0,0,0,0,1,1,0,0
8481186,Logan O'Connor,COL,RW,5,0,0,0,-2,0,1,0,0,0,0,1,4,0,0
8479466,Patrick Russell,EDM,RW,6,0,0,0,0,2,6,0,0,0,0,2,9,0,0
8479066,Ryan Lomberg,FLA,LW,4,0,0,0,0,17,1,0,0,0,0,0,12,0,0
8478502,Dennis Gilbert,COL,D,1,0,0,0,0,2,0,0,0,0,0,1,6,0,0
8477508,Curtis Lazar,BUF,C,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0
8478840,William Borgen,BUF,D,4,0,0,0,-5,0,2,0,0,0,0,3,12,0,0
8479365,Trent Frederic,BOS,C,15,0,0,0,-4,15,19,0,0,0,0,3,18,0,0
8479580,Dylan Gambrell,SJS,C,8,0,0,0,1,2,6,0,0,0,0,1,13,0,0
8478415,Jakub Zboril,BOS,D,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0
8478506,Gabriel Carlsson,CBJ,D,1,0,0,0,-1,2,1,0,0,0,0,0,0,0,0
8478831,Kevin Stenlund,CBJ,C,4,0,0,0,0,4,3,0,0,0,0,1,3,0,0
8480073,Erik Brannstrom,OTT,D,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
